sessions_id,user_id,transactions_id,payment_method_id,total_amount,transactions_timestamps,status
82569,5128,16925,4,152000,2021-09-26 07:24:48.000000 UTC,completed
114760,4870,22044,4,152000,2022-01-22 22:29:24.000000 UTC,completed
121209,3001,23583,4,152000,2022-02-06 13:08:32.000000 UTC,completed
137331,1598,27194,4,152000,2022-03-12 23:20:55.000000 UTC,canceled
157853,9945,31412,4,152000,2022-06-21 15:39:31.000000 UTC,canceled
206201,8116,36884,4,152000,2022-12-04 15:30:47.000000 UTC,completed
886,274,160,4,88000,2020-02-03 15:33:03.000000 UTC,completed
10256,1459,2195,4,88000,2020-06-11 12:10:22.000000 UTC,completed
12515,1078,2705,4,88000,2020-06-29 20:14:49.000000 UTC,completed
18281,764,3760,4,88000,2020-08-30 10:32:21.000000 UTC,completed
58417,99,13013,4,88000,2021-05-09 18:33:42.000000 UTC,completed
61293,5857,13697,4,88000,2021-06-07 18:33:25.000000 UTC,completed
86403,931,17452,4,88000,2021-10-12 21:48:26.000000 UTC,completed
110951,2303,21159,4,88000,2022-01-13 20:47:18.000000 UTC,completed
112363,1324,21504,4,88000,2022-01-16 16:53:21.000000 UTC,canceled
124121,1941,24220,4,88000,2022-02-12 20:28:46.000000 UTC,completed
125044,7167,24445,4,88000,2022-02-14 04:00:38.000000 UTC,canceled
134745,7966,26622,4,88000,2022-03-06 19:31:31.000000 UTC,completed
10286,1792,2204,4,24000,2020-06-11 19:53:44.000000 UTC,completed
14435,341,3041,4,24000,2020-07-20 07:59:27.000000 UTC,completed
38392,2737,7855,4,24000,2021-01-23 08:39:34.000000 UTC,completed
82346,6536,16900,4,24000,2021-09-25 13:43:50.000000 UTC,completed
94685,7859,18621,4,24000,2021-11-18 07:53:16.000000 UTC,completed
101939,3405,19536,4,24000,2021-12-17 07:26:42.000000 UTC,completed
108768,4603,20677,4,24000,2022-01-08 13:12:17.000000 UTC,completed
112939,7989,21632,4,24000,2022-01-18 09:16:59.000000 UTC,completed
116486,548,22456,4,24000,2022-01-27 01:24:43.000000 UTC,canceled
122065,6358,23770,4,24000,2022-02-08 06:17:30.000000 UTC,completed
124465,4166,24319,4,24000,2022-02-13 10:41:27.000000 UTC,canceled
127194,5609,24931,4,24000,2022-02-19 09:42:59.000000 UTC,completed
138078,8988,27371,4,24000,2022-03-13 19:47:20.000000 UTC,canceled
151721,8707,30252,4,24000,2022-05-10 08:29:24.000000 UTC,completed
153893,4952,30682,4,24000,2022-05-26 05:37:13.000000 UTC,completed
157378,6035,31324,4,24000,2022-06-19 02:27:26.000000 UTC,canceled
39450,3735,8145,4,312000,2021-01-28 05:19:14.000000 UTC,canceled
80042,5858,16582,4,312000,2021-09-15 06:55:31.000000 UTC,completed
184947,6302,34569,4,312000,2022-09-24 07:00:20.000000 UTC,canceled
23740,2859,4804,4,248000,2020-10-17 11:25:12.000000 UTC,completed
51820,2355,11394,4,248000,2021-03-20 19:26:16.000000 UTC,completed
59647,4739,13323,4,248000,2021-05-22 14:50:25.000000 UTC,canceled
61310,5994,13702,4,248000,2021-06-07 20:51:26.000000 UTC,completed
62680,4471,14020,4,248000,2021-06-20 13:18:58.000000 UTC,canceled
69825,3826,15138,4,248000,2021-07-30 06:44:03.000000 UTC,completed
70769,6750,15263,4,248000,2021-08-03 22:17:29.000000 UTC,canceled
70848,6760,15273,4,248000,2021-08-04 12:52:51.000000 UTC,completed
73920,6945,15709,4,248000,2021-08-19 06:33:11.000000 UTC,completed
119618,6812,23220,4,248000,2022-02-03 12:14:37.000000 UTC,completed
125465,3325,24542,4,248000,2022-02-15 05:07:59.000000 UTC,completed
254,100,47,4,184000,2020-01-04 08:35:47.000000 UTC,completed
10331,26,2215,4,184000,2020-06-12 05:56:24.000000 UTC,completed
12043,1695,2603,4,184000,2020-06-26 17:32:31.000000 UTC,completed
13980,2207,2964,4,184000,2020-07-16 01:27:10.000000 UTC,completed
38622,1934,7928,4,184000,2021-01-24 08:10:49.000000 UTC,completed
38909,1628,8005,4,184000,2021-01-25 06:54:17.000000 UTC,completed
39015,3613,8027,4,184000,2021-01-25 19:47:00.000000 UTC,completed
39668,115,8208,4,184000,2021-01-29 08:42:51.000000 UTC,canceled
54408,4833,12068,4,184000,2021-03-31 08:38:51.000000 UTC,completed
54461,4330,12081,4,184000,2021-03-31 17:45:13.000000 UTC,completed
64139,6371,14314,4,184000,2021-07-03 12:22:37.000000 UTC,completed
65692,21,14560,4,184000,2021-07-10 16:46:23.000000 UTC,completed
73353,898,15630,4,184000,2021-08-15 17:43:37.000000 UTC,completed
114178,7328,21902,4,184000,2022-01-21 16:29:00.000000 UTC,canceled
117864,6631,22774,4,184000,2022-01-30 07:37:15.000000 UTC,completed
117897,1828,22784,4,184000,2022-01-30 08:52:33.000000 UTC,canceled
136004,4828,26899,4,184000,2022-03-10 06:27:18.000000 UTC,completed
143714,7617,28611,4,184000,2022-03-26 21:52:09.000000 UTC,completed
180650,2354,34093,4,184000,2022-09-10 10:40:40.000000 UTC,canceled
4920,635,922,4,120000,2020-04-13 12:42:58.000000 UTC,completed
8949,764,1870,4,120000,2020-05-30 16:07:06.000000 UTC,completed
13668,1037,2910,4,120000,2020-07-12 16:41:15.000000 UTC,completed
21053,554,4299,4,120000,2020-09-24 22:09:57.000000 UTC,canceled
31645,3472,6304,4,120000,2020-12-14 22:02:11.000000 UTC,completed
41063,3615,8599,4,120000,2021-02-05 02:45:16.000000 UTC,completed
44589,4784,9503,4,120000,2021-02-19 10:50:57.000000 UTC,completed
59815,5861,13365,4,120000,2021-05-23 18:48:29.000000 UTC,completed
65175,5782,14483,4,120000,2021-07-07 17:21:42.000000 UTC,canceled
82182,1682,16884,4,120000,2021-09-25 04:45:57.000000 UTC,canceled
99359,2673,19237,4,120000,2021-12-05 20:21:31.000000 UTC,canceled
108123,6605,20534,4,120000,2022-01-06 20:11:41.000000 UTC,completed
110910,3408,21149,4,120000,2022-01-13 19:21:31.000000 UTC,completed
156880,7011,31219,4,120000,2022-06-15 13:28:51.000000 UTC,canceled
158057,9903,31450,4,120000,2022-06-23 16:47:03.000000 UTC,canceled
165328,7476,32333,4,120000,2022-07-21 20:46:24.000000 UTC,completed
1059,22,189,4,56000,2020-02-08 19:58:54.000000 UTC,completed
17519,2333,3620,4,56000,2020-08-22 19:27:41.000000 UTC,completed
29775,3111,5947,4,56000,2020-12-02 08:14:06.000000 UTC,canceled
54349,3427,12051,4,56000,2021-03-31 01:23:25.000000 UTC,completed
61803,6055,13822,4,56000,2021-06-12 22:00:17.000000 UTC,completed
62617,5383,14003,4,56000,2021-06-20 08:48:31.000000 UTC,canceled
92190,7812,18270,4,56000,2021-11-07 13:29:55.000000 UTC,completed
96877,7858,18935,4,56000,2021-11-27 07:48:42.000000 UTC,canceled
101605,8035,19488,4,56000,2021-12-15 07:20:36.000000 UTC,canceled
133715,8075,26387,4,56000,2022-03-05 12:06:56.000000 UTC,completed
139695,4199,27744,4,56000,2022-03-18 10:59:16.000000 UTC,canceled
176255,6803,33626,4,56000,2022-08-27 10:36:16.000000 UTC,completed
27698,1316,5563,4,66500,2020-11-16 12:28:21.000000 UTC,canceled
57790,5704,12859,4,66500,2021-05-03 13:12:56.000000 UTC,completed
148044,3660,29513,4,66500,2022-04-14 22:47:43.000000 UTC,completed
5545,1063,1063,4,162500,2020-04-22 01:04:18.000000 UTC,canceled
28529,3694,5717,4,162500,2020-11-22 16:11:12.000000 UTC,completed
5041,1087,955,4,98500,2020-04-14 19:35:46.000000 UTC,completed
53215,5123,11765,4,98500,2021-03-26 14:16:43.000000 UTC,canceled
126990,135,24869,4,258500,2022-02-18 21:07:18.000000 UTC,canceled
93113,6713,18402,4,333000,2021-11-12 06:42:49.000000 UTC,canceled
5314,910,1011,4,269000,2020-04-19 08:03:05.000000 UTC,completed
89887,7632,17960,4,269000,2021-10-29 10:37:07.000000 UTC,completed
105631,498,19992,4,269000,2022-01-01 03:10:01.000000 UTC,completed
115391,8467,22190,4,269000,2022-01-24 00:11:31.000000 UTC,canceled
182702,9867,34311,4,269000,2022-09-16 21:31:42.000000 UTC,canceled
1408,288,249,4,205000,2020-02-16 19:14:53.000000 UTC,completed
2077,542,370,4,205000,2020-03-03 04:56:32.000000 UTC,completed
15219,1695,3197,4,205000,2020-07-28 20:21:13.000000 UTC,canceled
16645,2526,3452,4,205000,2020-08-13 20:15:05.000000 UTC,completed
40925,2870,8561,4,205000,2021-02-04 08:38:47.000000 UTC,canceled
41991,1870,8848,4,205000,2021-02-07 22:27:54.000000 UTC,completed
76839,4672,16133,4,205000,2021-09-01 09:32:49.000000 UTC,canceled
112987,5753,21640,4,205000,2022-01-18 12:40:42.000000 UTC,canceled
117893,271,22783,4,205000,2022-01-30 08:46:33.000000 UTC,canceled
120627,7258,23440,4,205000,2022-02-05 15:24:43.000000 UTC,completed
124075,5149,24214,4,205000,2022-02-12 18:40:52.000000 UTC,canceled
137729,8600,27284,4,205000,2022-03-13 12:05:52.000000 UTC,canceled
140517,6836,27930,4,205000,2022-03-20 00:43:59.000000 UTC,canceled
152406,5514,30380,4,205000,2022-05-15 09:41:07.000000 UTC,canceled
153855,9549,30674,4,205000,2022-05-25 22:37:36.000000 UTC,canceled
182842,4200,34335,4,205000,2022-09-17 10:04:33.000000 UTC,completed
190149,2932,35159,4,205000,2022-10-10 23:04:00.000000 UTC,completed
208391,5847,37117,4,205000,2022-12-11 17:21:27.000000 UTC,canceled
4126,885,724,4,141000,2020-04-04 13:11:59.000000 UTC,completed
4203,966,746,4,141000,2020-04-05 08:18:26.000000 UTC,completed
22191,3099,4518,4,141000,2020-10-04 13:35:52.000000 UTC,completed
27417,2408,5503,4,141000,2020-11-14 14:47:25.000000 UTC,completed
37333,2650,7597,4,141000,2021-01-17 11:53:55.000000 UTC,completed
37424,3417,7618,4,141000,2021-01-17 16:51:16.000000 UTC,canceled
38856,747,7993,4,141000,2021-01-24 23:08:21.000000 UTC,completed
49068,2165,10683,4,141000,2021-03-08 23:45:38.000000 UTC,completed
52027,4010,11450,4,141000,2021-03-21 09:32:26.000000 UTC,canceled
59561,5675,13307,4,141000,2021-05-21 18:41:13.000000 UTC,completed
59801,5752,13363,4,141000,2021-05-23 17:09:59.000000 UTC,canceled
61851,3824,13835,4,141000,2021-06-13 07:09:54.000000 UTC,completed
71102,6683,15310,4,141000,2021-08-06 02:04:46.000000 UTC,canceled
87840,3480,17649,4,141000,2021-10-19 12:57:18.000000 UTC,completed
97563,7731,19029,4,141000,2021-11-28 17:02:24.000000 UTC,canceled
98053,5402,19082,4,141000,2021-12-01 07:08:32.000000 UTC,completed
117297,4710,22631,4,141000,2022-01-29 04:13:30.000000 UTC,completed
118963,6575,23069,4,141000,2022-02-01 19:19:57.000000 UTC,completed
138895,1362,27564,4,141000,2022-03-16 01:21:36.000000 UTC,canceled
152721,7213,30453,4,141000,2022-05-17 07:54:29.000000 UTC,canceled
185117,5725,34596,4,141000,2022-09-24 12:44:10.000000 UTC,completed
187057,4205,34807,4,141000,2022-09-30 00:29:09.000000 UTC,completed
19293,1492,3953,4,77000,2020-09-08 17:04:27.000000 UTC,completed
25104,2170,5068,4,77000,2020-10-27 12:19:57.000000 UTC,canceled
85670,7425,17354,4,77000,2021-10-10 03:31:02.000000 UTC,completed
116364,5873,22423,4,77000,2022-01-26 19:28:44.000000 UTC,completed
129688,8525,25471,4,77000,2022-02-24 04:22:02.000000 UTC,completed
187727,9638,34888,4,77000,2022-10-02 07:20:16.000000 UTC,canceled
114535,6237,21989,4,301000,2022-01-22 12:08:15.000000 UTC,completed
4724,702,886,4,237000,2020-04-11 18:35:30.000000 UTC,completed
6221,361,1221,4,237000,2020-05-01 00:56:05.000000 UTC,completed
19120,87,3924,4,237000,2020-09-06 21:09:37.000000 UTC,canceled
40409,2528,8410,4,237000,2021-02-01 17:36:36.000000 UTC,completed
45038,4691,9623,4,237000,2021-02-21 02:40:48.000000 UTC,completed
45071,2952,9634,4,237000,2021-02-21 06:00:46.000000 UTC,completed
58441,5615,13019,4,237000,2021-05-10 00:48:50.000000 UTC,canceled
67711,12,14802,4,237000,2021-07-19 04:39:09.000000 UTC,canceled
81855,4868,16834,4,237000,2021-09-23 04:40:25.000000 UTC,completed
98965,8089,19199,4,237000,2021-12-05 07:16:27.000000 UTC,canceled
99716,1799,19271,4,237000,2021-12-07 15:07:04.000000 UTC,completed
148076,8997,29520,4,237000,2022-04-15 07:12:16.000000 UTC,canceled
148633,5544,29649,4,237000,2022-04-18 20:35:58.000000 UTC,canceled
154290,9712,30756,4,237000,2022-05-28 17:39:10.000000 UTC,canceled
164839,7442,32282,4,237000,2022-07-19 21:09:53.000000 UTC,completed
193874,4954,35580,4,237000,2022-10-23 17:18:15.000000 UTC,completed
200695,8577,36306,4,237000,2022-11-16 20:18:37.000000 UTC,canceled
200855,8720,36322,4,237000,2022-11-17 16:03:36.000000 UTC,canceled
21789,2931,4428,4,173000,2020-10-01 15:58:54.000000 UTC,completed
46797,4483,10076,4,173000,2021-02-28 07:36:34.000000 UTC,canceled
50426,4917,11034,4,173000,2021-03-14 14:44:46.000000 UTC,completed
51764,1035,11376,4,173000,2021-03-20 15:16:44.000000 UTC,completed
57390,2626,12777,4,173000,2021-04-29 17:39:43.000000 UTC,completed
85838,6147,17376,4,173000,2021-10-10 13:09:33.000000 UTC,canceled
102942,5056,19644,4,173000,2021-12-19 21:39:55.000000 UTC,completed
106237,6641,20114,4,173000,2022-01-02 10:19:46.000000 UTC,completed
117068,5060,22583,4,173000,2022-01-28 14:13:40.000000 UTC,canceled
131309,7016,25851,4,173000,2022-02-27 11:26:39.000000 UTC,completed
131483,1760,25893,4,173000,2022-02-27 14:55:13.000000 UTC,completed
134557,5486,26584,4,173000,2022-03-06 14:37:27.000000 UTC,completed
140404,1658,27903,4,173000,2022-03-19 18:18:00.000000 UTC,completed
140657,7592,27957,4,173000,2022-03-20 06:59:02.000000 UTC,completed
157870,3444,31414,4,173000,2022-06-21 17:54:56.000000 UTC,completed
170370,10038,32943,4,173000,2022-08-07 13:53:11.000000 UTC,canceled
189950,3987,35138,4,173000,2022-10-09 21:07:55.000000 UTC,completed
10966,1723,2362,4,109000,2020-06-17 06:29:29.000000 UTC,completed
11499,1737,2482,4,109000,2020-06-21 12:31:40.000000 UTC,completed
43981,2198,9360,4,109000,2021-02-16 07:01:23.000000 UTC,completed
50028,3087,10935,4,109000,2021-03-13 15:06:37.000000 UTC,completed
128744,6685,25258,4,109000,2022-02-21 19:59:23.000000 UTC,completed
203344,8728,36565,4,109000,2022-11-25 20:49:18.000000 UTC,completed
212216,3588,37524,4,109000,2022-12-25 07:50:06.000000 UTC,completed
14977,1439,3146,4,45000,2020-07-26 12:47:22.000000 UTC,completed
16481,469,3427,4,45000,2020-08-11 23:23:04.000000 UTC,completed
16861,2549,3479,4,45000,2020-08-16 03:14:13.000000 UTC,completed
17223,1008,3553,4,45000,2020-08-19 19:35:19.000000 UTC,canceled
17789,1577,3669,4,45000,2020-08-25 05:00:28.000000 UTC,canceled
34786,2071,6946,4,45000,2021-01-04 22:59:49.000000 UTC,completed
40467,2103,8427,4,45000,2021-02-02 00:37:47.000000 UTC,canceled
49997,3945,10920,4,45000,2021-03-13 13:14:34.000000 UTC,completed
51667,1978,11343,4,45000,2021-03-20 09:24:26.000000 UTC,completed
59670,2031,13329,4,45000,2021-05-22 18:03:46.000000 UTC,completed
63257,6197,14148,4,45000,2021-06-26 12:17:15.000000 UTC,canceled
89321,2933,17868,4,45000,2021-10-26 05:55:30.000000 UTC,completed
94029,786,18542,4,45000,2021-11-14 17:01:56.000000 UTC,completed
98389,2260,19134,4,45000,2021-12-03 12:00:40.000000 UTC,completed
99858,2779,19282,4,45000,2021-12-08 05:57:32.000000 UTC,completed
105804,5583,20027,4,45000,2022-01-01 12:11:23.000000 UTC,completed
110352,2940,21021,4,45000,2022-01-12 05:25:38.000000 UTC,completed
116009,5784,22335,4,45000,2022-01-25 21:22:15.000000 UTC,canceled
122062,1580,23768,4,45000,2022-02-08 06:11:11.000000 UTC,completed
122399,2861,23838,4,45000,2022-02-09 00:12:55.000000 UTC,completed
124197,8339,24250,4,45000,2022-02-13 01:52:25.000000 UTC,canceled
125949,7657,24643,4,45000,2022-02-16 07:22:23.000000 UTC,canceled
143305,5295,28518,4,45000,2022-03-26 09:08:41.000000 UTC,completed
146113,9238,29132,4,45000,2022-04-01 21:13:48.000000 UTC,completed
148672,1646,29658,4,45000,2022-04-19 03:45:04.000000 UTC,completed
150808,6496,30075,4,45000,2022-05-04 06:49:12.000000 UTC,completed
161106,6900,31874,4,45000,2022-07-07 20:07:33.000000 UTC,canceled
169337,9103,32829,4,45000,2022-08-05 07:09:11.000000 UTC,canceled
184044,9367,34472,4,45000,2022-09-20 07:06:03.000000 UTC,completed
196142,9850,35818,4,45000,2022-11-01 06:45:25.000000 UTC,completed
197818,9641,36002,4,45000,2022-11-06 14:30:22.000000 UTC,completed
204467,8981,36687,4,45000,2022-11-28 04:19:13.000000 UTC,canceled
205955,6403,36857,4,45000,2022-12-04 08:27:25.000000 UTC,completed
46457,4403,9983,4,279500,2021-02-27 06:16:12.000000 UTC,completed
102256,6003,19583,4,215500,2021-12-18 14:04:20.000000 UTC,canceled
111503,3591,21289,4,151500,2022-01-15 06:46:24.000000 UTC,completed
134148,7391,26487,4,87500,2022-03-06 06:38:13.000000 UTC,completed
131289,5464,25848,4,119500,2022-02-27 11:13:49.000000 UTC,canceled
4292,996,770,4,66000,2020-04-05 17:35:46.000000 UTC,completed
6800,1287,1357,4,66000,2020-05-06 22:33:54.000000 UTC,completed
18341,2625,3769,4,66000,2020-08-30 18:14:14.000000 UTC,completed
42776,3490,9046,4,66000,2021-02-11 20:46:27.000000 UTC,completed
45816,3232,9814,4,66000,2021-02-23 23:14:01.000000 UTC,completed
48451,2650,10506,4,66000,2021-03-06 23:17:16.000000 UTC,completed
51027,3799,11179,4,66000,2021-03-17 08:09:36.000000 UTC,completed
72419,1736,15511,4,66000,2021-08-12 03:15:37.000000 UTC,completed
90034,1433,17979,4,66000,2021-10-30 07:32:42.000000 UTC,canceled
97349,3906,19000,4,66000,2021-11-28 10:22:32.000000 UTC,completed
105316,1823,19943,4,66000,2021-12-29 22:15:35.000000 UTC,completed
108373,7712,20582,4,66000,2022-01-07 13:13:58.000000 UTC,canceled
116970,2490,22561,4,66000,2022-01-28 07:09:53.000000 UTC,completed
121227,8622,23587,4,66000,2022-02-06 13:19:29.000000 UTC,canceled
129340,4441,25389,4,66000,2022-02-23 06:53:17.000000 UTC,completed
130360,2050,25616,4,66000,2022-02-25 20:58:55.000000 UTC,canceled
136031,8348,26904,4,66000,2022-03-10 07:29:41.000000 UTC,canceled
144813,8746,28871,4,66000,2022-03-28 12:54:56.000000 UTC,completed
145423,7871,28994,4,66000,2022-03-30 05:28:52.000000 UTC,canceled
147558,4582,29427,4,66000,2022-04-10 21:07:30.000000 UTC,completed
151158,6367,30141,4,66000,2022-05-07 01:40:48.000000 UTC,completed
151325,9434,30181,4,66000,2022-05-07 19:41:39.000000 UTC,completed
152703,8795,30447,4,66000,2022-05-17 05:38:48.000000 UTC,canceled
163446,3180,32128,4,66000,2022-07-15 23:56:55.000000 UTC,completed
170677,1010,32983,4,66000,2022-08-08 07:03:13.000000 UTC,canceled
170773,9223,32994,4,66000,2022-08-08 20:02:35.000000 UTC,completed
178299,6607,33822,4,66000,2022-09-03 08:35:17.000000 UTC,completed
179409,9623,33934,4,66000,2022-09-05 08:14:05.000000 UTC,completed
179888,2422,33996,4,66000,2022-09-07 07:10:26.000000 UTC,completed
184292,10667,34495,4,66000,2022-09-21 06:54:34.000000 UTC,completed
184877,2865,34559,4,66000,2022-09-24 00:05:01.000000 UTC,canceled
188077,457,34927,4,66000,2022-10-02 20:45:00.000000 UTC,canceled
188380,4070,34962,4,66000,2022-10-04 11:37:19.000000 UTC,completed
190078,1824,35151,4,66000,2022-10-10 15:01:57.000000 UTC,canceled
205637,9929,36815,4,66000,2022-12-03 12:46:36.000000 UTC,completed
206535,4705,36918,4,66000,2022-12-05 09:13:19.000000 UTC,completed
208841,9939,37152,4,66000,2022-12-13 07:02:19.000000 UTC,completed
213978,9203,37728,4,66000,2022-12-31 13:24:55.000000 UTC,completed
65793,2998,14569,4,290000,2021-07-11 03:02:17.000000 UTC,completed
92093,3951,18257,4,290000,2021-11-07 10:58:03.000000 UTC,completed
109812,8491,20909,4,290000,2022-01-10 18:01:15.000000 UTC,canceled
154667,2728,30830,4,290000,2022-05-31 06:54:32.000000 UTC,completed
50481,2277,11045,4,226000,2021-03-14 16:36:12.000000 UTC,completed
104210,5245,19798,4,226000,2021-12-25 19:20:46.000000 UTC,completed
105717,4276,20008,4,226000,2022-01-01 08:28:36.000000 UTC,completed
139109,8389,27607,4,226000,2022-03-16 19:20:46.000000 UTC,canceled
154340,6898,30767,4,226000,2022-05-29 01:53:51.000000 UTC,canceled
155968,9777,31065,4,226000,2022-06-09 21:58:21.000000 UTC,canceled
157261,9627,31298,4,226000,2022-06-18 12:48:57.000000 UTC,canceled
170344,5662,32941,4,226000,2022-08-07 13:37:08.000000 UTC,completed
185096,7436,34592,4,226000,2022-09-24 12:21:29.000000 UTC,canceled
193398,4643,35540,4,226000,2022-10-22 16:40:44.000000 UTC,canceled
15690,2238,3292,4,162000,2020-08-02 23:40:27.000000 UTC,completed
18922,1109,3881,4,162000,2020-09-06 00:20:29.000000 UTC,completed
34542,4202,6882,4,162000,2021-01-03 18:22:35.000000 UTC,completed
36999,3438,7506,4,162000,2021-01-16 00:08:15.000000 UTC,completed
41549,2424,8730,4,162000,2021-02-06 20:09:27.000000 UTC,completed
45100,3252,9643,4,162000,2021-02-21 07:54:56.000000 UTC,completed
46433,670,9973,4,162000,2021-02-27 03:03:15.000000 UTC,completed
47190,4451,10182,4,162000,2021-03-01 05:33:59.000000 UTC,canceled
81735,4909,16818,4,162000,2021-09-22 06:51:59.000000 UTC,completed
114837,6557,22060,4,162000,2022-01-23 05:24:26.000000 UTC,completed
115880,6041,22302,4,162000,2022-01-25 13:42:36.000000 UTC,completed
116543,5520,22469,4,162000,2022-01-27 05:18:32.000000 UTC,completed
120300,6894,23365,4,162000,2022-02-05 05:11:44.000000 UTC,completed
121539,4044,23662,4,162000,2022-02-06 22:01:59.000000 UTC,completed
125802,5959,24605,4,162000,2022-02-16 00:07:30.000000 UTC,completed
131674,95,25944,4,162000,2022-02-27 20:11:31.000000 UTC,completed
132315,6013,26084,4,162000,2022-03-01 17:34:50.000000 UTC,canceled
134333,7639,26536,4,162000,2022-03-06 10:31:29.000000 UTC,completed
150228,9335,29970,4,162000,2022-04-30 08:29:46.000000 UTC,canceled
151276,5037,30167,4,162000,2022-05-07 14:43:07.000000 UTC,canceled
184977,8245,34573,4,162000,2022-09-24 08:17:48.000000 UTC,completed
35554,4302,7138,4,98000,2021-01-08 21:47:59.000000 UTC,completed
39947,3860,8280,4,98000,2021-01-30 19:04:23.000000 UTC,canceled
46623,274,10033,4,98000,2021-02-27 15:47:50.000000 UTC,canceled
62166,6263,13908,4,98000,2021-06-15 13:59:59.000000 UTC,completed
64594,2460,14376,4,98000,2021-07-04 16:57:43.000000 UTC,completed
71791,3778,15420,4,98000,2021-08-08 12:47:05.000000 UTC,completed
74285,3687,15763,4,98000,2021-08-21 07:10:03.000000 UTC,completed
76110,418,16018,4,98000,2021-08-29 04:53:27.000000 UTC,completed
110368,4518,21025,4,98000,2022-01-12 06:13:00.000000 UTC,completed
112966,3848,21638,4,98000,2022-01-18 11:59:51.000000 UTC,canceled
119033,2789,23089,4,98000,2022-02-01 22:37:04.000000 UTC,completed
121409,3210,23631,4,98000,2022-02-06 17:50:52.000000 UTC,canceled
152544,8104,30414,4,98000,2022-05-15 20:02:13.000000 UTC,completed
179928,9697,34003,4,98000,2022-09-07 12:32:28.000000 UTC,canceled
7790,1505,1608,4,322000,2020-05-17 11:10:38.000000 UTC,canceled
13251,1797,2846,4,258000,2020-07-08 06:22:13.000000 UTC,completed
17805,2418,3674,4,258000,2020-08-25 07:14:13.000000 UTC,completed
40248,4418,8364,4,258000,2021-01-31 19:41:11.000000 UTC,canceled
91158,6712,18135,4,258000,2021-11-03 20:47:49.000000 UTC,completed
149300,2868,29780,4,258000,2022-04-23 21:20:56.000000 UTC,completed
157619,3444,31364,4,258000,2022-06-19 21:21:57.000000 UTC,completed
7855,829,1622,4,194000,2020-05-17 18:10:57.000000 UTC,canceled
31899,3396,6358,4,194000,2020-12-17 11:53:51.000000 UTC,completed
33629,2210,6659,4,194000,2020-12-29 02:33:18.000000 UTC,completed
34049,1762,6752,4,194000,2021-01-02 00:33:32.000000 UTC,completed
48257,1147,10455,4,194000,2021-03-06 11:02:48.000000 UTC,completed
51950,2996,11426,4,194000,2021-03-21 06:49:42.000000 UTC,completed
52821,3192,11665,4,194000,2021-03-24 17:07:43.000000 UTC,completed
59375,5138,13262,4,194000,2021-05-19 14:01:38.000000 UTC,canceled
89960,7448,17970,4,194000,2021-10-29 20:17:39.000000 UTC,completed
92650,7847,18337,4,194000,2021-11-09 14:04:02.000000 UTC,completed
106636,7433,20211,4,194000,2022-01-02 21:45:02.000000 UTC,canceled
112994,378,21645,4,194000,2022-01-18 13:20:16.000000 UTC,completed
139828,1468,27776,4,194000,2022-03-18 19:02:48.000000 UTC,completed
140483,5782,27921,4,194000,2022-03-19 21:46:35.000000 UTC,canceled
140552,3505,27933,4,194000,2022-03-20 02:48:07.000000 UTC,completed
181806,6027,34206,4,194000,2022-09-12 19:55:28.000000 UTC,completed
188059,4667,34924,4,194000,2022-10-02 19:52:44.000000 UTC,canceled
8534,1512,1788,4,130000,2020-05-25 12:14:50.000000 UTC,completed
9662,871,2038,4,130000,2020-06-06 11:55:33.000000 UTC,completed
34579,29,6897,4,130000,2021-01-03 20:23:30.000000 UTC,completed
37811,100,7723,4,130000,2021-01-19 20:35:06.000000 UTC,completed
41795,540,8799,4,130000,2021-02-07 13:11:12.000000 UTC,canceled
41980,2610,8846,4,130000,2021-02-07 21:12:41.000000 UTC,completed
47917,4938,10370,4,130000,2021-03-05 01:45:44.000000 UTC,completed
59592,5719,13316,4,130000,2021-05-22 05:58:06.000000 UTC,completed
65316,6333,14506,4,130000,2021-07-08 15:53:01.000000 UTC,completed
78906,5219,16425,4,130000,2021-09-11 03:35:25.000000 UTC,completed
108605,8225,20640,4,130000,2022-01-08 05:10:16.000000 UTC,canceled
111422,1972,21274,4,130000,2022-01-14 22:23:20.000000 UTC,completed
124995,4587,24433,4,130000,2022-02-13 23:23:45.000000 UTC,canceled
148878,9432,29702,4,130000,2022-04-20 22:53:03.000000 UTC,canceled
157793,8247,31401,4,130000,2022-06-21 03:45:02.000000 UTC,completed
168246,9370,32718,4,130000,2022-07-31 13:59:14.000000 UTC,canceled
189535,9810,35091,4,130000,2022-10-09 03:46:54.000000 UTC,canceled
199280,5413,36149,4,130000,2022-11-12 10:23:22.000000 UTC,completed
125519,123,24555,4,76500,2022-02-15 06:51:07.000000 UTC,canceled
10830,857,2334,4,172500,2020-06-15 17:40:10.000000 UTC,completed
168436,8611,32739,4,44500,2022-07-31 21:40:10.000000 UTC,completed
71230,6730,15334,4,279000,2021-08-06 18:33:38.000000 UTC,completed
83452,5636,17048,4,279000,2021-09-29 16:34:04.000000 UTC,completed
112587,3462,21557,4,279000,2022-01-17 06:37:32.000000 UTC,canceled
151149,7759,30137,4,279000,2022-05-06 23:03:56.000000 UTC,canceled
11524,1255,2489,4,215000,2020-06-21 14:50:55.000000 UTC,canceled
21343,1649,4352,4,215000,2020-09-27 08:22:06.000000 UTC,completed
25280,2130,5098,4,215000,2020-10-29 00:21:33.000000 UTC,completed
